group,image,classifier,policy,block,deny_count,critical_total,suppressed_count
C,mcr.microsoft.com/dotnet/runtime:8.0,rule,P7_severity_aware,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,rule,p_gate,False,6,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,rule,p_gate_with_exceptions,False,6,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P1,True,6,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P2,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P3,True,5,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P4_strict,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P4_relaxed,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P5_layer,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,P7_severity_aware,False,0,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,p_gate,False,6,6,0
C,mcr.microsoft.com/dotnet/runtime:8.0,agent,p_gate_with_exceptions,False,6,6,0
C,php:8.3-apache,rule,P1,True,30,30,0
C,php:8.3-apache,rule,P2,False,0,30,0
C,php:8.3-apache,rule,P3,True,29,30,0
C,php:8.3-apache,rule,P4_strict,False,0,30,0
C,php:8.3-apache,rule,P4_relaxed,False,0,30,0
C,php:8.3-apache,rule,P5_layer,False,0,30,0
C,php:8.3-apache,rule,P7_severity_aware,False,0,30,0
C,php:8.3-apache,rule,p_gate,False,29,30,0
C,php:8.3-apache,rule,p_gate_with_exceptions,False,29,30,0
C,php:8.3-apache,agent,P1,True,30,30,0
C,php:8.3-apache,agent,P2,False,0,30,0
C,php:8.3-apache,agent,P3,True,29,30,0
C,php:8.3-apache,agent,P4_strict,False,0,30,0
C,php:8.3-apache,agent,P4_relaxed,False,0,30,0
C,php:8.3-apache,agent,P5_layer,False,0,30,0
C,php:8.3-apache,agent,P7_severity_aware,False,0,30,0
C,php:8.3-apache,agent,p_gate,False,29,30,0
C,php:8.3-apache,agent,p_gate_with_exceptions,False,29,30,0
C,rust:1.82-slim,rule,P1,True,18,18,0
C,rust:1.82-slim,rule,P2,True,9,18,0
C,rust:1.82-slim,rule,P3,True,13,18,0
C,rust:1.82-slim,rule,P4_strict,False,0,18,0
C,rust:1.82-slim,rule,P4_relaxed,False,0,18,0
C,rust:1.82-slim,rule,P5_layer,False,0,18,0
C,rust:1.82-slim,rule,P7_severity_aware,False,0,18,0
C,rust:1.82-slim,rule,p_gate,False,92,18,0
C,rust:1.82-slim,rule,p_gate_with_exceptions,False,92,18,0
C,rust:1.82-slim,agent,P1,True,18,18,0
C,rust:1.82-slim,agent,P2,True,9,18,0
C,rust:1.82-slim,agent,P3,True,13,18,0
C,rust:1.82-slim,agent,P4_strict,False,0,18,0
C,rust:1.82-slim,agent,P4_relaxed,False,0,18,0
C,rust:1.82-slim,agent,P5_layer,False,0,18,0
C,rust:1.82-slim,agent,P7_severity_aware,False,0,18,0
C,rust:1.82-slim,agent,p_gate,False,92,18,0
C,rust:1.82-slim,agent,p_gate_with_exceptions,False,92,18,0
C,node:22,rule,P1,True,41,41,0
C,node:22,rule,P2,False,0,41,0
C,node:22,rule,P3,True,39,41,0
C,node:22,rule,P4_strict,False,0,41,0
C,node:22,rule,P4_relaxed,True,1,41,0
C,node:22,rule,P5_layer,True,1,41,0
C,node:22,rule,P7_severity_aware,True,1,41,0
C,node:22,rule,p_gate,False,41,41,0
C,node:22,rule,p_gate_with_exceptions,False,41,41,0
C,node:22,agent,P1,True,41,41,0
C,node:22,agent,P2,False,0,41,0
C,node:22,agent,P3,True,39,41,0
C,node:22,agent,P4_strict,False,0,41,0
C,node:22,agent,P4_relaxed,True,1,41,0
C,node:22,agent,P5_layer,True,1,41,0
C,node:22,agent,P7_severity_aware,True,1,41,0
C,node:22,agent,p_gate,False,41,41,0
C,node:22,agent,p_gate_with_exceptions,False,41,41,0
C,python:3.13-slim,rule,P1,True,6,6,0
C,python:3.13-slim,rule,P2,False,0,6,0
C,python:3.13-slim,rule,P3,True,5,6,0
C,python:3.13-slim,rule,P4_strict,False,0,6,0
C,python:3.13-slim,rule,P4_relaxed,False,0,6,0
C,python:3.13-slim,rule,P5_layer,False,0,6,0
C,python:3.13-slim,rule,P7_severity_aware,False,0,6,0
C,python:3.13-slim,rule,p_gate,False,6,6,0
C,python:3.13-slim,rule,p_gate_with_exceptions,False,6,6,0
C,python:3.13-slim,agent,P1,True,6,6,0
C,python:3.13-slim,agent,P2,False,0,6,0
C,python:3.13-slim,agent,P3,True,5,6,0
C,python:3.13-slim,agent,P4_strict,False,0,6,0
C,python:3.13-slim,agent,P4_relaxed,False,0,6,0
C,python:3.13-slim,agent,P5_layer,False,0,6,0
C,python:3.13-slim,agent,P7_severity_aware,False,0,6,0
C,python:3.13-slim,agent,p_gate,False,5,6,0
C,python:3.13-slim,agent,p_gate_with_exceptions,False,5,6,0
